SWEAT index,K index,Totals totals index,Date,TH,Environmental Stability,Moisture Indices,Convective Potential,Temperature Pressure,Moisture Temperature Profiles
64.0,8.6,40.6,1986-01-11,0,11.0,18.7,0.0,5672,932.91
153.8,11.0,40.8,1986-01-12,0,14.899999999999999,18.1,0.0,5601,918.32
67.9,1.0,17.9,1986-01-13,0,18.9,20.0,0.0,5636,918.01
64.0,-6.6,19.9,1986-01-14,0,29.2,19.7,0.0,5646,968.86
60.1,-3.4,23.3,1986-01-15,0,31.0,21.3,0.0,5647,990.83
246.6,33.8,45.0,1986-01-16,0,21.200000000000003,36.1,0.0,5601,993.03
87.3,16.6,25.1,1986-01-17,0,17.5,25.4,0.0,5611,988.39
99.3,14.0,29.8,1986-01-18,0,30.3,26.6,0.0,5621,974.11
102.6,4.3,35.8,1986-01-19,0,19.700000000000003,20.2,0.0,5589,934.07
85.4,-2.6,17.1,1986-01-20,0,30.2,13.9,0.0,5592,892.29
81.5,0.7,26.5,1986-01-21,0,25.9,15.0,0.0,5558,942.98
76.5,3.6,33.2,1986-01-22,0,24.7,22.6,0.0,5642,945.21
102.8,-4.2,9.3,1986-01-23,0,32.0,20.6,0.0,5658,913.25
153.8,14.0,37.6,1986-01-24,0,19.4,34.1,0.0,5688,963.18
62.1,9.8,26.1,1986-01-25,0,19.9,18.5,0.0,5566,925.43
62.1,17.1,24.7,1986-01-26,0,17.5,14.3,0.0,5533,942.7
132.7,12.4,42.2,1986-01-27,0,16.700000000000003,20.4,0.0,5586,939.41
62.1,-7.2,28.7,1986-01-28,0,17.6,16.1,0.0,5605,910.14
58.2,3.6,29.0,1986-01-29,0,18.7,22.3,0.0,5594,950.15
183.2,24.0,38.0,1986-01-30,0,16.2,34.1,0.0,5669,973.28
73.7,11.6,38.0,1986-01-31,0,5.7,25.4,-91.9,5657,957.23
169.3,32.0,46.2,1986-02-01,0,7.5,34.0,-163.7,5652,969.67
147.3,22.6,39.2,1986-02-02,0,11.7,26.7,0.0,5618,941.27
186.5,9.8,40.0,1986-02-03,0,14.5,23.4,0.0,5635,941.6
75.7,11.8,36.3,1986-02-04,0,13.8,23.3,0.0,5647,957.99
79.5,9.4,36.9,1986-02-05,0,1.9,20.8,31.89999999999999,5626,995.29
168.0,30.9,43.6,1986-02-06,0,5.3,34.8,-38.7,5645,967.94
188.4,27.8,43.8,1986-02-07,0,9.7,31.9,-172.60000000000002,5660,951.95
122.4,20.4,42.0,1986-02-08,0,8.6,28.6,0.0,5664,970.66
65.2,22.0,40.2,1986-02-09,0,13.3,23.1,0.0,5650,944.17
36.9,7.8,31.1,1986-02-10,0,9.399999999999999,15.0,0.0,5652,908.49
167.0,30.0,52.0,1986-02-11,0,3.3,25.6,0.0,5644,941.27
208.3,34.8,51.2,1986-02-12,0,2.5,32.7,-105.4,5646,954.67
139.3,15.4,48.4,1986-02-13,0,0.09999999999999987,24.0,-0.8999999999999915,5631,962.69
295.6,29.4,54.6,1986-02-14,1,-6.699999999999999,30.7,862.4,5606,985.55
221.6,28.8,51.4,1986-02-15,0,2.8,30.4,0.0,5642,914.26
79.5,10.0,34.9,1986-02-16,0,4.6,22.8,-64.9,5593,965.59
142.7,9.0,43.2,1986-02-17,0,12.1,19.5,0.0,5607,939.32
73.7,13.8,31.1,1986-02-18,0,23.9,18.5,0.0,5591,859.57
98.9,8.2,26.5,1986-02-19,0,25.700000000000003,19.2,0.0,5642,919.02
81.5,12.0,33.3,1986-02-20,0,18.4,19.5,0.0,5659,942.0
64.0,6.2,18.7,1986-02-21,0,28.4,19.4,0.0,5692,883.99
102.8,11.6,31.1,1986-02-22,0,20.6,22.8,0.0,5700,932.91
132.1,26.8,37.8,1986-02-23,0,6.800000000000001,32.6,211.0,5673,959.46
215.8,18.4,43.2,1986-02-24,0,19.8,29.1,0.0,5689,908.49
52.4,9.2,26.5,1986-02-25,0,25.200000000000003,17.3,0.0,5643,913.1
84.8,19.3,33.6,1986-02-26,0,11.1,22.3,0.0,5685,777.82
77.6,18.9,33.3,1986-02-27,0,17.9,26.0,0.0,5661,944.5
163.7,28.2,41.0,1986-02-28,0,14.6,33.8,0.0,5668,938.19
178.7,25.4,48.0,1986-03-01,0,4.1,34.5,-94.39999999999999,5678,1006.18
105.2,20.4,45.4,1986-03-02,0,2.4,23.5,-92.4,5639,932.02
86.4,24.9,44.6,1986-03-03,0,3.5999999999999996,25.0,136.2,5606,968.06
95.9,20.6,43.6,1986-03-04,0,6.4,27.0,-123.89999999999999,5609,952.16
72.0,8.2,39.6,1986-03-05,0,4.8999999999999995,23.2,-0.8999999999999986,5625,995.29
120.6,27.8,44.6,1986-03-06,0,1.3,29.3,222.60000000000002,5641,970.32
101.3,18.9,41.6,1986-03-07,0,4.0,24.1,111.60000000000001,5631,959.92
142.7,32.2,46.6,1986-03-09,0,2.6,26.2,125.09999999999997,5697,925.16
104.6,26.0,39.2,1986-03-10,0,7.1,27.6,-325.09999999999997,5708,840.59
141.2,31.7,44.8,1986-03-11,0,1.4,34.4,600.9000000000001,5711,977.74
128.6,35.0,49.2,1986-03-12,0,-1.4,33.4,529.0,5703,956.62
281.4,27.0,54.4,1986-03-13,0,-2.0,31.6,-126.19999999999999,5734,875.05
154.8,28.2,46.6,1986-03-14,0,-0.5999999999999996,28.5,359.40000000000003,5701,933.82
93.5,22.8,44.0,1986-03-15,1,5.8999999999999995,22.5,-546.8000000000001,5725,876.33
155.5,28.9,45.8,1986-03-16,0,-2.5999999999999996,35.0,320.0,5716,936.72
182.3,29.1,45.0,1986-03-17,0,13.1,26.9,0.0,5705,914.26
66.0,4.6,24.9,1986-03-18,0,13.4,17.1,0.0,5668,901.75
155.4,21.2,41.8,1986-03-19,0,7.300000000000001,26.4,-81.10000000000001,5711,967.64
198.8,24.0,46.8,1986-03-20,0,-5.800000000000001,34.6,1500.1000000000001,5701,980.12
132.2,20.2,36.2,1986-03-21,0,13.399999999999999,25.5,-281.7,5672,897.45
34.9,15.8,27.9,1986-03-22,0,10.6,20.5,0.0,5727,931.78
125.1,21.8,44.2,1986-03-24,0,1.6999999999999997,28.5,-125.00000000000003,5769,933.52
126.9,32.4,49.4,1986-03-25,0,5.4,28.8,-1029.0,5694,782.97
363.9,36.5,58.4,1986-03-26,0,-3.8,34.4,6.800000000000011,5749,928.18
184.6,20.6,45.2,1986-03-27,0,5.5,33.8,-199.6,5763,956.62
74.1,14.2,34.4,1986-03-28,0,12.399999999999999,22.3,0.0,5751,853.96
64.0,14.0,41.9,1986-03-29,1,-2.0,21.2,877.8000000000001,5756,927.66
87.7,23.0,45.6,1986-03-31,0,2.5,27.3,-502.20000000000005,5759,886.09
400.1,39.9,58.8,1986-04-01,0,-1.8,41.3,230.60000000000002,5733,945.51
136.8,27.8,50.0,1986-04-02,1,-9.8,33.3,3528.5,5765,955.89
206.6,31.0,50.2,1986-04-03,0,1.2000000000000002,41.0,341.90000000000003,5770,953.66
78.0,19.0,42.2,1986-04-04,0,0.30000000000000027,33.4,393.09999999999997,5696,951.22
228.9,31.7,53.2,1986-04-05,1,-11.899999999999999,37.5,3339.9,5734,969.65
127.8,10.6,39.0,1986-04-06,0,7.0,34.3,-91.29999999999998,5716,954.09
208.4,24.2,45.6,1986-04-07,1,1.8000000000000003,42.7,1188.8,5738,975.02
110.9,22.8,47.4,1986-04-08,0,-7.4,29.6,1408.3000000000002,5714,980.15
143.9,26.8,43.4,1986-04-10,0,-1.5,41.8,2613.3999999999996,5788,972.09
50.4,11.0,32.9,1986-04-11,0,-5.5,24.1,3391.9,5734,972.18
100.7,30.5,47.2,1986-04-12,0,-8.9,34.7,3161.0,5758,974.78
293.2,30.6,55.4,1986-04-13,0,-11.5,38.9,4131.8,5774,979.97
161.4,30.7,45.6,1986-04-14,0,0.7000000000000002,40.2,1112.1000000000001,5820,966.87
52.4,16.4,38.5,1986-04-15,0,-2.5000000000000004,27.2,3321.0,5803,961.32
137.8,24.4,49.4,1986-04-16,0,-9.1,27.9,4390.7,5773,953.08
122.1,30.3,46.8,1986-04-17,1,-8.4,35.9,2278.2,5773,979.97
218.6,24.8,52.2,1986-04-18,0,-10.5,39.6,3622.1,5779,969.41
244.8,28.2,54.8,1986-04-19,0,-22.1,29.6,5659.0,5631,966.84
158.9,27.2,50.8,1986-04-20,0,-10.3,32.0,-11.7,5691,947.65
132.5,22.0,40.6,1986-04-21,1,-7.9,35.4,4069.3,5689,972.18
25.2,9.6,36.1,1986-04-22,0,4.9,17.1,0.0,5684,925.89
283.7,35.9,55.0,1986-04-24,1,-9.5,39.0,1075.2,5739,977.52
160.3,28.4,48.0,1986-04-25,1,3.3,39.9,-260.6,5777,948.1
97.0,26.9,37.9,1986-04-26,1,-1.4999999999999996,52.5,302.0,5773,953.48
176.4,29.4,49.0,1986-04-27,0,3.1,39.8,240.79999999999995,5845,956.53
127.5,20.2,48.4,1986-04-28,0,-7.8,31.7,1464.5,5743,958.97
138.8,14.2,41.4,1986-04-30,0,1.0999999999999996,28.9,-35.4,5739,985.18
79.1,10.2,35.4,1986-05-01,0,3.2,27.7,2.0,5733,983.59
60.1,5.2,28.1,1986-05-02,0,1.4999999999999996,26.6,519.6,5772,979.93
168.5,23.0,39.8,1986-05-03,1,1.7000000000000002,42.2,1796.8,5818,972.0
213.1,42.7,50.4,1986-05-04,1,-6.3,64.4,2394.9,5795,961.11
179.0,28.8,49.0,1986-05-05,1,-2.3000000000000003,37.7,1144.3,5767,907.82
152.8,16.4,43.4,1986-05-06,1,-9.2,33.7,2689.0,5724,969.41
402.7,41.3,56.6,1986-05-07,0,0.3999999999999999,49.8,20.19999999999999,5758,967.42
187.0,16.6,47.4,1986-05-08,0,3.7,41.7,-37.0,5751,975.14
97.2,9.8,42.8,1986-05-09,0,-4.3,30.3,-31.299999999999997,5735,967.06
166.3,22.2,42.4,1986-05-10,0,3.0,40.1,450.2,5788,980.06
118.9,18.2,39.8,1986-05-11,0,2.4,36.0,310.0,5773,961.59
270.9,35.9,53.0,1986-05-12,1,-10.4,45.1,2211.0,5742,985.09
109.9,19.4,42.4,1986-05-13,1,1.1999999999999997,35.3,78.89999999999998,5763,950.7
98.4,19.0,39.2,1986-05-14,0,2.9,30.9,86.1,5727,977.8
539.2,44.9,58.8,1986-05-15,0,-3.5,68.2,3323.5,5859,982.41
291.3,37.5,50.6,1986-05-16,0,-3.2,52.2,1087.0,5748,985.12
117.3,19.4,40.4,1986-05-17,1,-4.3,34.3,1296.5,5776,972.06
340.4,42.5,54.4,1986-05-18,1,-5.9,38.7,2476.8,5707,945.43
64.0,7.2,36.6,1986-05-19,0,5.0,19.8,-275.1,5775,841.28
479.0,33.6,60.0,1986-05-20,1,-3.5999999999999996,43.1,240.20000000000002,5796,980.09
243.3,33.5,46.4,1986-05-21,0,10.5,55.5,-293.2,5842,975.02
36.9,15.6,34.2,1986-05-22,0,-3.3000000000000003,38.8,2978.6,5795,987.53
33.0,10.2,34.1,1986-05-23,0,-0.8999999999999995,28.5,694.2,5807,972.15
116.5,11.8,37.2,1986-05-24,0,3.9000000000000004,28.3,-62.5,5831,941.7
202.5,30.0,51.2,1986-05-25,0,-12.6,38.3,3089.0,5784,979.78
139.3,22.6,43.0,1986-05-26,1,-3.8,40.6,1549.3999999999999,5842,982.38
454.8,39.9,58.2,1986-05-27,1,2.6000000000000005,52.8,-330.5,5810,927.35
170.8,26.0,47.0,1986-05-28,1,5.699999999999999,40.7,-349.0,5691,942.37
184.7,29.9,44.0,1986-05-29,0,-0.8999999999999999,45.9,1053.4,5768,972.18
252.9,33.5,47.0,1986-05-30,1,3.9000000000000004,53.1,602.6,5794,974.78
45.1,5.4,28.2,1986-05-31,0,2.3,30.9,1187.1000000000001,5777,969.44
224.6,20.4,41.4,1986-06-01,1,3.5,45.4,2811.7000000000003,5787,951.82
221.7,38.3,48.4,1986-06-02,1,-5.8,54.6,4442.1,5797,966.51
46.9,19.5,30.0,1986-06-03,0,9.799999999999999,30.5,-216.39999999999998,5822,956.01
236.1,35.9,47.8,1986-06-04,0,3.2,42.5,1013.3999999999999,5828,839.55
42.0,9.4,29.2,1986-06-05,0,15.4,22.4,0.0,5803,777.86
108.9,23.9,36.2,1986-06-06,1,7.0,30.0,501.2,5806,850.2
93.0,21.0,35.8,1986-06-07,0,7.3999999999999995,26.5,369.79999999999995,5817,796.32
179.3,31.7,44.2,1986-06-08,0,0.9000000000000004,37.8,2757.1000000000004,5830,930.87
198.1,30.6,47.2,1986-06-09,0,-2.9000000000000004,56.8,2282.5,5841,974.47
211.2,30.7,40.2,1986-06-10,0,5.699999999999999,40.8,610.6,5820,908.02
270.7,38.3,48.8,1986-06-11,0,0.2999999999999998,47.7,1610.1,5828,920.95
230.7,30.8,48.6,1986-06-12,1,-3.7,44.0,2962.3,5794,930.92
272.1,35.5,47.0,1986-06-13,0,-1.7000000000000002,51.0,3174.6,5809,942.96
274.5,41.1,47.8,1986-06-15,0,-4.6000000000000005,64.2,4021.0,5854,945.29
283.5,39.7,44.6,1986-06-16,0,17.9,63.7,0.0,5852,809.8
280.7,41.5,42.2,1986-06-17,0,9.399999999999999,60.0,124.1,5830,940.68
316.4,41.2,45.8,1986-06-18,0,11.5,65.1,0.0,5878,905.63
242.8,37.5,43.2,1986-06-19,0,4.1000000000000005,52.8,1592.0,5794,926.12
286.1,39.9,43.2,1986-06-20,0,6.3999999999999995,65.9,422.7,5805,945.37
215.7,33.9,40.0,1986-06-22,0,10.200000000000001,54.6,2.9,5787,940.79
268.2,37.5,41.4,1986-06-23,0,9.7,59.2,119.80000000000001,5797,940.7
272.0,41.5,45.4,1986-06-24,0,5.0,64.2,1568.6000000000001,5783,940.68
282.5,41.7,45.4,1986-06-25,1,4.999999999999999,67.3,508.00000000000006,5772,947.68
238.6,37.9,42.4,1986-06-26,0,6.6,60.1,527.7,5764,935.9
238.5,30.7,38.4,1986-06-27,0,16.5,53.2,0.0,5808,921.59
248.4,34.3,41.4,1986-06-28,0,13.4,51.4,0.0,5766,898.13
307.5,37.2,37.6,1986-06-29,0,11.7,66.2,117.89999999999999,5767,947.71
323.1,36.6,37.2,1986-06-30,1,19.2,67.1,0.0,5786,949.99
291.9,42.9,47.6,1986-07-01,1,1.4999999999999996,69.8,1206.0,5794,981.53
275.9,40.9,44.8,1986-07-02,0,3.6,69.1,2196.8,5857,992.6
301.1,44.5,51.2,1986-07-03,1,-4.2,66.5,74.6,5840,987.53
286.6,38.7,43.4,1986-07-04,1,4.699999999999999,58.3,989.2,5844,915.76
266.9,39.3,50.0,1986-07-05,1,1.4000000000000004,55.8,2533.5,5800,918.59
266.7,41.5,47.8,1986-07-06,0,3.5999999999999996,60.1,1954.5,5769,945.37
266.7,41.3,45.2,1986-07-07,0,5.0,54.6,2418.2,5777,947.71
284.3,37.5,41.8,1986-07-08,0,2.4,69.8,1435.7,5825,984.97
290.0,40.7,46.2,1986-07-09,0,2.4000000000000004,70.5,1846.6000000000001,5837,985.03
259.0,41.1,46.4,1986-07-10,0,0.9000000000000004,56.9,3456.3,5801,949.99
280.1,44.1,45.6,1986-07-11,0,5.300000000000001,70.4,1303.1999999999998,5830,938.26
268.3,40.1,45.0,1986-07-12,1,4.4,58.4,1478.8999999999999,5757,947.71
266.2,31.5,43.8,1986-07-13,1,3.3,45.6,644.8,5780,931.12
286.1,36.5,45.6,1986-07-14,0,2.9000000000000004,57.4,2074.2999999999997,5816,947.68
179.0,13.6,34.2,1986-07-15,0,13.3,34.5,0.0,5800,906.18
240.5,28.3,41.4,1986-07-16,0,3.2,44.7,1421.5,5778,926.2
201.5,29.5,37.8,1986-07-17,1,8.700000000000001,39.7,79.3,5751,928.87
237.7,31.5,38.8,1986-07-18,0,10.4,46.2,-4.6,5725,926.5
195.3,32.7,40.2,1986-07-19,0,5.8,42.7,400.2,5703,931.34
259.6,37.3,46.6,1986-07-20,1,1.9000000000000004,49.3,2987.8,5780,940.68
309.7,42.0,43.4,1986-07-21,0,4.5,69.8,3197.9,5843,945.32
208.7,33.9,40.2,1986-07-22,0,5.1,48.3,497.1,5690,931.25
335.4,37.4,41.4,1986-07-23,0,9.6,60.5,1787.8,5844,930.98
263.1,38.9,41.6,1986-07-24,0,4.8,71.1,1149.4,5822,985.09
281.3,41.7,44.6,1986-07-25,1,4.1,72.0,1835.5,5856,971.97
204.5,33.9,42.8,1986-07-26,0,-3.6,51.7,918.6,5742,964.07
224.6,38.1,45.8,1986-07-27,1,0.40000000000000036,56.7,2786.0,5763,985.15
211.8,25.2,42.6,1986-07-28,1,2.9999999999999996,45.6,1996.9,5794,980.03
209.5,36.9,46.8,1986-07-29,1,0.8000000000000003,53.8,765.6,5763,985.15
238.3,42.3,49.0,1986-07-30,0,-0.5,64.4,2558.0,5785,990.16
244.2,37.3,47.0,1986-07-31,0,-1.2000000000000002,57.1,3061.3,5776,985.09
253.4,38.1,45.0,1986-08-01,0,0.8999999999999999,61.4,2210.5,5793,984.8
247.6,39.7,47.8,1986-08-02,1,-2.2,62.7,2458.0,5802,979.93
231.6,38.7,44.6,1986-08-03,0,8.0,63.7,0.0,5797,927.35
254.6,41.1,44.6,1986-08-04,0,5.3999999999999995,62.7,1170.1,5810,940.68
242.3,37.7,45.4,1986-08-05,0,3.1000000000000005,51.9,1914.5,5754,926.28
247.0,39.7,44.8,1986-08-06,0,3.4000000000000004,58.0,1023.5,5766,940.7
370.4,39.5,51.8,1986-08-07,0,-2.9000000000000004,50.4,4713.3,5802,940.68
261.7,38.5,48.0,1986-08-08,0,-4.3,60.5,3953.8,5787,987.59
318.8,35.5,44.4,1986-08-11,0,2.9999999999999996,51.0,1919.6,5814,874.24
319.2,37.9,42.8,1986-08-12,0,5.799999999999999,55.9,1082.0,5777,933.51
238.9,38.9,45.0,1986-08-13,0,5.5,50.2,852.8000000000001,5760,947.71
290.6,32.3,42.0,1986-08-14,0,7.699999999999999,48.4,5.499999999999999,5815,935.95
283.1,38.7,48.2,1986-08-15,0,3.1999999999999997,62.1,1470.9,5845,979.93
245.1,40.3,45.4,1986-08-16,0,0.8000000000000007,60.1,854.5,5826,972.0
215.7,32.1,41.6,1986-08-17,0,8.0,45.8,43.0,5812,921.34
245.1,35.7,42.6,1986-08-18,0,7.1000000000000005,53.2,616.5,5851,916.01
381.7,37.3,41.8,1986-08-19,0,9.3,55.5,-31.599999999999998,5828,923.7
277.7,32.5,41.8,1986-08-20,0,4.9,45.6,1520.4,5785,933.53
290.5,35.1,43.0,1986-08-21,0,6.6000000000000005,53.5,2164.0,5829,935.9
250.5,38.7,45.2,1986-08-22,0,4.0,50.3,1562.1999999999998,5779,923.73
229.2,37.1,43.4,1986-08-23,0,-0.2999999999999998,60.2,1703.7,5818,982.44
212.0,25.0,40.8,1986-08-24,0,0.6999999999999993,50.9,2361.2,5799,982.41
256.3,38.9,44.2,1986-08-25,0,2.4999999999999996,62.2,1222.3000000000002,5819,963.94
236.4,38.1,46.8,1986-08-26,0,-1.7000000000000002,53.5,2668.0,5816,977.22
189.3,34.1,44.6,1986-08-27,0,-0.2999999999999998,46.6,759.9,5776,964.16
243.3,35.5,45.0,1986-08-28,0,-0.5,50.6,3094.2999999999997,5826,971.88
221.5,27.8,43.4,1986-08-29,0,-0.09999999999999964,57.2,2476.2,5786,974.59
236.3,42.1,46.6,1986-08-30,1,0.6000000000000005,66.2,1742.5,5820,963.94
235.5,25.8,43.2,1986-09-01,0,5.1,52.4,141.0,5810,985.52
181.2,33.3,40.4,1986-09-02,1,0.09999999999999964,50.2,4202.2,5757,982.53
152.4,14.6,39.8,1986-09-03,1,-1.6999999999999997,36.2,2165.2999999999997,5782,963.94
236.4,38.3,45.0,1986-09-04,1,9.0,61.5,0.0,5839,935.93
219.1,30.1,44.6,1986-09-05,1,4.199999999999999,54.1,280.90000000000003,5815,974.78
237.3,39.7,46.6,1986-09-06,1,0.8000000000000007,60.0,1897.2,5818,974.62
209.6,36.5,45.2,1986-09-07,1,-0.40000000000000036,47.1,3046.7999999999997,5799,923.62
206.0,36.9,43.4,1986-09-08,1,4.6,48.4,1138.4,5766,928.76
268.6,40.1,45.0,1986-09-09,0,2.5999999999999996,60.1,2735.5,5832,938.23
273.5,39.9,44.0,1986-09-10,0,4.1,60.5,3977.9,5844,928.51
278.2,36.1,45.2,1986-09-11,1,3.4000000000000004,60.2,1316.4,5813,982.56
244.4,35.9,43.6,1986-09-12,1,4.2,61.3,1094.3999999999999,5816,990.16
255.8,36.3,45.2,1986-09-13,0,1.9,59.9,1446.3,5799,985.09
269.4,39.5,48.2,1986-09-14,0,0.2999999999999998,60.1,2141.0,5821,985.09
179.3,24.4,40.0,1986-09-15,1,-1.9,39.6,2266.4,5764,987.63
282.4,40.9,49.2,1986-09-16,1,-1.2000000000000002,60.7,2968.5,5805,979.9
233.1,39.5,48.4,1986-09-17,0,3.0,57.0,791.4,5756,990.25
50.1,16.6,32.0,1986-09-19,0,1.1,37.5,2837.2,5828,931.96
223.6,28.0,49.4,1986-09-20,0,-3.3,45.6,570.0,5794,982.47
185.9,25.8,43.8,1986-09-21,0,-2.1000000000000005,44.1,365.9,5769,985.09
213.0,35.3,48.2,1986-09-22,0,-0.30000000000000027,49.2,1349.9,5755,953.41
258.2,38.5,42.6,1986-09-23,0,8.1,64.5,-4.2,5796,990.22
259.0,33.1,40.8,1986-09-24,0,10.6,55.4,-84.5,5792,982.74
232.6,31.3,38.0,1986-09-25,0,5.8,50.8,461.8,5728,995.16
245.7,24.8,42.2,1986-09-27,1,5.300000000000001,43.5,-8.200000000000003,5779,987.75
262.9,41.1,50.2,1986-09-28,1,-3.4,55.4,1634.7,5741,985.15
221.7,37.3,46.8,1986-09-29,1,-0.5000000000000004,55.1,2411.2,5759,990.19
221.1,37.9,48.2,1986-09-30,1,-1.0999999999999996,56.9,3275.2,5777,990.16
224.5,35.5,47.2,1986-10-01,1,-0.7999999999999998,54.5,966.6999999999999,5780,997.08
276.9,40.3,50.8,1986-10-02,1,0.0,57.2,1284.3,5781,990.22
209.1,36.5,49.0,1986-10-03,1,-5.199999999999999,49.4,3459.5,5732,990.16
211.5,34.9,44.0,1986-10-04,0,2.2,54.6,2138.3,5792,982.59
236.6,36.5,43.0,1986-10-05,0,3.2,59.9,1673.1000000000001,5774,985.15
261.2,36.7,41.8,1986-10-06,0,7.2,64.8,837.8,5805,990.19
269.6,36.1,43.6,1986-10-07,1,3.8000000000000003,62.1,553.7,5813,985.12
222.8,33.7,45.2,1986-10-08,0,-2.0000000000000004,53.5,3234.7000000000003,5788,985.09
244.1,24.4,41.2,1986-10-09,0,6.6,39.8,18.1,5724,982.71
221.3,19.2,40.2,1986-10-10,0,6.5,44.9,186.39999999999998,5757,987.75
209.7,29.5,37.2,1986-10-11,0,8.200000000000001,51.7,215.3,5784,982.59
124.2,11.6,33.8,1986-10-13,1,5.2,37.8,599.4,5750,980.06
189.2,18.0,40.2,1986-10-14,1,0.6000000000000001,39.3,1987.7,5743,977.4
171.5,29.5,41.2,1986-10-15,0,1.4000000000000004,41.0,789.0,5770,980.0
240.0,32.2,48.0,1986-10-16,0,11.5,42.1,-106.5,5752,980.36
48.5,5.2,32.3,1986-10-17,1,-8.5,26.0,4299.0,5683,982.53
108.9,10.2,37.4,1986-10-18,1,2.3,30.8,735.6,5742,974.93
97.3,19.4,34.8,1986-10-19,0,6.1000000000000005,32.7,186.79999999999998,5702,975.14
67.9,6.4,22.7,1986-10-20,0,15.600000000000001,33.3,0.0,5766,964.77
114.2,2.2,30.2,1986-10-21,0,12.2,33.5,-43.800000000000004,5765,985.37
90.0,2.6,30.2,1986-10-22,0,19.0,24.7,0.0,5730,916.95
130.9,2.2,29.8,1986-10-23,0,20.4,29.4,0.0,5773,954.36
101.5,2.8,28.8,1986-10-24,0,15.5,32.3,0.0,5756,977.86
232.7,26.6,48.8,1986-10-25,0,11.899999999999999,39.5,0.0,5749,970.2
147.8,15.2,38.2,1986-10-26,0,8.200000000000001,29.2,-53.0,5718,970.11
87.8,7.8,29.4,1986-10-27,0,16.4,28.5,0.0,5759,943.01
33.0,4.0,24.9,1986-10-28,0,18.7,26.0,0.0,5749,951.89
48.5,4.4,26.9,1986-10-29,0,16.4,25.4,0.0,5736,934.86
60.1,9.8,26.1,1986-10-30,0,18.7,19.6,0.0,5719,898.18
201.9,17.8,46.4,1986-10-31,0,6.699999999999999,39.4,-252.20000000000002,5749,951.19
200.0,34.9,43.6,1986-11-01,0,7.2,49.1,-118.6,5742,952.63
193.2,33.3,40.0,1986-11-02,1,9.5,46.5,-42.699999999999996,5755,959.12
198.9,33.3,41.6,1986-11-03,0,5.8,51.6,354.0,5774,974.96
178.3,34.1,41.2,1986-11-04,1,7.2,49.4,32.2,5732,964.55
241.4,38.1,44.6,1986-11-05,0,2.4000000000000004,60.1,686.5,5779,985.15
185.1,32.3,43.2,1986-11-06,0,2.8999999999999995,48.4,397.40000000000003,5753,982.74
189.2,25.0,43.2,1986-11-07,0,-1.7000000000000002,38.6,1415.0,5698,985.24
235.2,38.1,44.2,1986-11-08,0,3.2,59.9,501.3,5767,985.21
214.5,27.5,34.6,1986-11-09,0,18.8,40.5,0.0,5683,896.37
167.8,21.1,38.6,1986-11-10,1,10.7,37.4,0.0,5733,990.4
165.7,9.4,39.6,1986-11-11,0,8.2,37.1,-45.800000000000004,5691,987.9
162.4,6.8,32.2,1986-11-12,0,16.799999999999997,30.1,0.0,5693,972.95
67.9,0.4,27.5,1986-11-13,0,4.699999999999999,21.1,355.8,5627,972.85
169.7,10.4,36.6,1986-11-14,0,10.2,29.1,-15.400000000000002,5684,965.1
50.4,-5.0,20.9,1986-11-15,0,16.2,22.2,0.0,5713,962.69
40.7,-8.0,20.7,1986-11-16,0,22.7,22.8,0.0,5747,946.46
75.7,-2.2,25.5,1986-11-17,0,14.4,24.6,0.0,5713,951.68
46.6,3.8,19.3,1986-11-18,0,18.4,27.7,-141.9,5744,951.4
154.7,6.4,32.2,1986-11-19,0,14.7,31.2,6.5,5721,983.02
50.4,-5.4,14.3,1986-11-20,0,28.0,20.7,0.0,5723,871.99
94.6,-2.0,28.0,1986-11-21,0,21.8,30.8,0.0,5745,968.09
142.9,5.0,35.2,1986-11-22,0,19.8,33.3,0.0,5717,962.94
75.3,1.2,29.6,1986-11-23,0,18.799999999999997,28.3,0.0,5710,960.16
113.1,6.6,36.8,1986-11-24,0,9.9,29.8,-33.199999999999996,5711,980.61
60.9,4.2,33.6,1986-11-25,0,16.2,21.8,-364.0,5705,946.76
120.9,10.0,40.2,1986-11-26,0,11.6,29.0,0.0,5705,968.0
97.2,9.0,41.4,1986-11-27,0,9.5,26.4,0.0,5721,970.57
29.1,3.0,32.7,1986-11-28,0,11.0,25.5,0.0,5713,962.63
38.8,6.2,38.6,1986-11-29,0,10.0,15.9,0.0,5653,957.75
40.7,5.4,27.3,1986-11-30,0,14.7,16.6,0.0,5692,938.4
79.3,3.6,34.0,1986-12-01,0,16.0,26.6,0.0,5699,993.94
54.3,3.6,29.5,1986-12-02,0,19.5,23.3,0.0,5680,955.43
48.5,4.2,32.1,1986-12-03,0,19.0,23.2,0.0,5699,909.19
33.0,4.0,29.1,1986-12-04,0,22.3,27.1,0.0,5692,938.89
33.0,4.0,27.1,1986-12-05,0,17.9,19.6,0.0,5666,955.4
53.3,0.2,30.6,1986-12-06,0,19.5,26.8,0.0,5717,960.46
38.8,2.0,30.9,1986-12-07,0,15.4,21.2,0.0,5674,952.5
25.2,-3.6,21.1,1986-12-09,0,23.799999999999997,24.5,0.0,5724,949.81
45.0,-0.6,30.0,1986-12-10,0,19.6,24.1,0.0,5695,944.17
64.0,6.8,24.1,1986-12-11,0,21.8,16.2,0.0,5630,944.5
103.0,7.2,36.6,1986-12-12,0,15.8,25.5,0.0,5648,975.85
