SWEAT index,K index,Totals totals index,Date,TH,Environmental Stability,Moisture Indices,Convective Potential,Temperature Pressure,Moisture Temperature Profiles
143.9,19.2,47.6,1998-03-19,0,-1.6,24.5,601.8000000000001,5653,943.1
147.2,14.4,37.2,1998-03-20,0,5.1000000000000005,31.7,448.49999999999994,5709,956.56
156.7,23.4,39.4,1998-03-21,0,8.1,29.9,-261.7,5754,951.13
209.8,30.5,41.4,1998-03-22,1,0.30000000000000027,39.3,2230.7999999999997,5769,974.84
339.4,32.3,47.2,1998-03-23,1,4.8,41.3,6.5,5746,939.71
591.5,39.9,55.8,1998-03-24,0,2.0,53.8,467.09999999999997,5748,980.27
181.8,8.4,40.8,1998-03-25,0,6.5,33.7,-72.5,5732,982.86
79.5,3.6,30.5,1998-03-26,0,15.1,19.4,0.0,5693,962.81
143.0,23.8,46.2,1998-03-27,0,3.5,26.7,-55.2,5663,967.79
85.2,15.8,42.0,1998-03-28,1,3.4,24.2,-43.2,5656,948.87
187.7,34.7,49.6,1998-03-29,1,0.5,36.2,1033.5,5721,962.05
285.2,40.1,50.2,1998-03-30,0,1.9,48.1,593.4,5711,995.22
309.2,39.5,45.6,1998-03-31,0,15.6,49.2,0.0,5755,990.43
135.0,5.8,30.4,1998-04-01,0,22.200000000000003,26.5,0.0,5753,1005.3
38.8,1.0,15.9,1998-04-02,0,15.7,22.0,-312.3,5737,967.7
121.3,12.0,41.8,1998-04-03,1,9.9,29.1,-299.3,5736,964.98
86.7,8.8,40.2,1998-04-04,0,7.9,20.0,-317.5,5725,951.4
164.1,28.1,41.0,1998-04-05,0,9.9,40.1,0.0,5748,970.11
181.0,32.8,47.8,1998-04-06,0,-6.1,39.2,3562.7,5741,974.78
113.8,25.8,41.6,1998-04-07,0,-7.7,33.6,3060.0,5732,990.19
273.2,21.6,50.8,1998-04-08,1,-4.300000000000001,47.6,3191.7999999999997,5796,982.5
205.2,27.4,52.4,1998-04-09,1,-13.6,33.6,4898.4,5746,977.34
481.7,42.3,57.0,1998-04-10,0,8.4,54.2,-489.5,5832,964.68
272.2,33.7,47.8,1998-04-11,0,3.9,43.4,205.8,5832,966.93
165.0,25.5,39.0,1998-04-12,0,2.2,39.6,1275.8000000000002,5827,972.06
226.2,34.3,49.4,1998-04-13,0,-2.7,44.7,2055.8,5833,982.5
205.3,37.5,50.4,1998-04-14,1,-9.5,56.0,2927.6,5801,979.87
326.0,36.9,54.2,1998-04-15,0,-9.8,50.3,2586.7,5805,966.6
210.7,32.7,44.2,1998-04-16,0,12.3,46.1,0.0,5824,795.18
304.1,33.6,56.2,1998-04-17,0,-14.5,30.3,3321.8,5667,964.43
159.0,25.6,44.2,1998-04-18,0,-4.1,32.6,2644.7999999999997,5733,969.5
134.4,18.0,40.2,1998-04-19,0,-3.8000000000000003,30.4,3253.7,5730,982.5
134.5,21.8,42.4,1998-04-20,1,-2.1000000000000005,35.4,1010.0000000000001,5793,972.03
171.8,24.6,47.0,1998-04-21,0,-7.800000000000001,40.7,-2.0999999999999996,5774,966.6
278.7,36.7,50.8,1998-04-22,1,-5.800000000000001,47.8,3118.5,5825,971.91
209.0,25.2,47.6,1998-04-23,1,-0.5,42.4,1662.5,5781,980.06
64.0,15.8,41.5,1998-04-24,0,-5.0,23.7,1040.3,5758,964.52
213.0,34.9,50.0,1998-04-25,1,-0.5,43.0,1040.7,5762,980.18
235.0,33.7,50.2,1998-04-26,0,-4.2,48.2,20.5,5762,987.63
187.6,28.7,45.2,1998-04-27,1,4.3999999999999995,41.7,-244.49999999999997,5779,942.37
59.9,3.8,37.2,1998-04-28,0,-4.1,26.9,2371.9,5732,974.81
192.5,26.4,46.4,1998-04-29,0,5.3,41.1,135.89999999999998,5798,961.72
187.1,34.1,46.6,1998-04-30,1,1.2000000000000002,47.1,2152.7,5826,979.97
184.6,29.5,46.8,1998-05-01,1,-3.6000000000000005,44.2,2778.9,5841,978.51
218.1,35.3,51.0,1998-05-02,1,-0.5,40.6,333.19999999999993,5737,959.24
413.3,43.7,57.2,1998-05-03,0,-1.4,53.7,1385.1000000000001,5807,938.77
396.6,41.3,55.8,1998-05-04,0,2.3000000000000003,47.5,368.5,5800,977.65
397.1,40.9,55.8,1998-05-05,0,-10.0,59.1,3105.0,5791,979.81
309.5,40.3,51.8,1998-05-06,1,0.3999999999999999,46.1,1139.0,5757,982.68
229.4,36.9,46.6,1998-05-07,1,1.4000000000000004,62.3,1569.8,5859,987.56
237.6,35.1,48.8,1998-05-08,0,-1.9,53.9,1617.5,5780,980.06
155.2,27.4,49.2,1998-05-09,0,-2.1999999999999997,35.1,1228.7,5777,961.69
390.1,38.9,55.0,1998-05-10,0,-0.8999999999999999,53.6,667.1,5803,941.97
203.7,36.7,46.2,1998-05-11,0,2.7,49.6,225.50000000000003,5779,944.96
417.3,44.5,56.4,1998-05-12,0,-4.800000000000001,58.7,2038.1,5775,982.56
162.9,18.2,45.2,1998-05-13,0,-3.2,38.8,1475.8,5804,966.69
121.2,23.0,41.2,1998-05-14,0,-2.4999999999999996,39.0,1965.6999999999998,5789,961.17
143.4,35.1,42.8,1998-05-15,1,-4.8,49.6,3010.1,5793,971.91
226.3,40.5,49.4,1998-05-16,0,-3.1999999999999997,50.9,2219.3999999999996,5814,979.84
196.5,36.9,44.0,1998-05-17,0,5.0,57.2,713.9,5809,980.0
232.7,34.3,44.8,1998-05-18,0,4.3,58.9,232.60000000000002,5856,985.06
234.9,34.9,38.4,1998-05-19,0,9.299999999999999,50.2,-91.49999999999999,5821,846.69
280.5,41.3,43.6,1998-05-20,0,9.4,56.9,-22.69999999999999,5773,850.45
240.4,39.5,47.8,1998-05-21,0,0.5,44.8,1602.3000000000002,5842,817.88
234.9,38.2,45.0,1998-05-22,0,3.0999999999999996,62.6,1780.9,5917,969.01
225.1,34.1,47.0,1998-05-23,0,-4.9,44.3,0.39999999999999997,5891,947.65
210.9,29.6,48.0,1998-05-24,1,-0.8999999999999995,40.1,26.1,5872,949.99
389.7,44.1,53.2,1998-05-25,1,-5.999999999999999,71.1,-34.5,5868,966.26
364.7,33.0,53.6,1998-05-26,1,-8.3,50.7,2277.9,5775,963.91
464.8,33.2,53.0,1998-05-27,0,-0.9000000000000004,56.9,6.800000000000001,5902,949.99
332.8,29.8,51.0,1998-05-28,0,-7.299999999999999,45.3,10.2,5858,949.99
244.5,24.9,43.6,1998-05-29,0,0.6999999999999993,46.9,3761.4,5877,910.13
258.4,34.9,50.0,1998-05-30,0,-7.699999999999999,41.6,5495.6,5852,930.73
152.4,23.0,45.0,1998-05-31,0,-5.5,37.2,1.0,5856,945.32
60.0,5.4,38.0,1998-06-01,0,-11.6,30.0,8.100000000000001,5797,978.64
175.0,28.1,46.0,1998-06-02,0,-4.4,37.6,4489.0,5858,918.13
135.9,26.3,43.0,1998-06-03,1,-3.6999999999999997,35.1,7.1000000000000005,5793,949.99
230.9,30.9,46.6,1998-06-04,0,-1.5,60.2,2854.8999999999996,5903,966.2
307.5,43.5,52.2,1998-06-05,0,2.9000000000000004,64.4,229.0,5889,972.09
265.9,37.5,50.8,1998-06-06,0,-0.6999999999999993,63.3,1080.9,5879,963.79
140.3,26.5,42.6,1998-06-07,0,-1.7000000000000002,49.7,1593.0,5847,952.74
303.4,38.1,48.6,1998-06-08,0,-1.8999999999999995,51.7,4264.5,5902,930.68
198.2,39.9,49.2,1998-06-09,1,-1.7000000000000002,51.9,1776.5,5859,879.89
190.6,37.3,46.2,1998-06-10,0,-4.1,44.5,4917.2,5858,912.85
481.7,49.9,58.2,1998-06-11,1,-11.6,76.4,8288.3,5948,949.99
244.2,43.7,45.8,1998-06-12,0,5.1,78.3,1252.8,5927,977.16
219.7,41.7,47.6,1998-06-13,1,-4.7,67.5,-6.4,5836,971.82
357.3,40.9,51.4,1998-06-14,1,-3.5,67.8,0.40000000000000036,5842,979.78
295.1,35.7,41.8,1998-06-15,0,4.8,69.2,-0.20000000000000018,5892,979.78
205.6,28.1,39.6,1998-06-16,0,-0.2999999999999998,48.5,2442.3999999999996,5791,974.62
166.8,27.3,40.8,1998-06-17,1,-1.0,44.4,1661.7,5827,974.53
238.5,36.5,42.2,1998-06-18,1,2.8,66.2,1705.3,5873,974.44
184.3,23.8,41.0,1998-06-19,1,-1.5,44.0,1813.5,5840,969.13
219.3,29.5,42.8,1998-06-20,1,5.199999999999999,44.4,320.09999999999997,5854,883.16
274.4,42.3,44.8,1998-06-21,1,8.9,65.2,-4.299999999999997,5814,928.7
314.3,43.5,47.6,1998-06-22,0,2.5,70.1,2341.2000000000003,5860,947.68
258.6,36.1,43.0,1998-06-23,0,5.5,60.0,1364.4,5838,930.95
293.7,42.6,42.6,1998-06-24,1,7.6,70.0,2372.8,5830,947.68
301.0,44.3,45.8,1998-06-25,0,1.7000000000000002,72.1,2870.7000000000003,5835,947.68
263.2,39.5,41.8,1998-06-26,0,3.5,61.4,3329.5,5832,947.68
272.5,39.5,44.8,1998-06-27,0,5.3,63.8,622.3,5821,918.54
239.5,34.7,41.8,1998-06-28,0,7.9,52.9,-56.0,5814,911.01
286.1,40.0,40.2,1998-06-29,0,7.4,67.8,1849.0,5862,949.99
254.8,35.9,42.2,1998-06-30,0,4.8,57.0,905.1999999999999,5800,947.71
276.9,34.4,40.2,1998-07-01,1,9.799999999999999,73.2,108.9,5928,975.16
306.4,35.8,40.4,1998-07-02,0,8.200000000000001,62.7,63.0,5835,947.68
260.6,34.4,38.6,1998-07-03,0,9.799999999999999,56.3,-20.700000000000003,5838,908.13
297.6,42.5,44.2,1998-07-04,0,8.4,69.5,-2.4,5816,935.95
289.9,41.9,42.8,1998-07-05,1,5.0,73.0,1565.8,5838,949.99
250.1,36.3,41.6,1998-07-06,0,8.6,56.2,-14.0,5785,905.9
283.1,39.4,38.8,1998-07-07,1,14.5,69.8,0.0,5845,903.05
222.8,36.7,41.0,1998-07-08,0,10.700000000000001,54.9,-181.3,5828,856.41
274.3,39.0,41.4,1998-07-09,0,5.000000000000001,66.7,3826.4,5832,949.99
255.3,37.6,40.0,1998-07-10,0,10.0,56.8,-146.89999999999998,5858,886.05
251.8,36.5,41.0,1998-07-11,0,7.8999999999999995,57.3,907.4,5796,913.43
212.6,31.7,38.8,1998-07-12,1,14.899999999999999,47.6,0.0,5780,867.04
247.4,30.9,40.2,1998-07-13,1,4.6,58.5,935.3,5840,974.66
267.7,36.3,43.0,1998-07-14,1,0.1999999999999993,64.1,2681.4,5845,977.13
275.0,42.7,45.4,1998-07-15,1,1.5999999999999996,79.4,1393.6000000000001,5845,992.57
240.4,38.3,42.6,1998-07-16,1,4.6,66.0,643.7,5828,987.63
305.4,39.5,43.4,1998-07-17,0,10.399999999999999,70.1,-100.19999999999999,5860,990.13
268.3,40.1,43.6,1998-07-18,1,6.5,74.9,-62.10000000000001,5850,995.1
316.0,40.9,44.4,1998-07-19,0,5.3,78.7,497.19999999999993,5881,979.78
266.9,37.1,43.6,1998-07-20,1,4.199999999999999,67.2,1034.7,5849,979.87
253.0,37.5,47.6,1998-07-21,0,-4.0,60.6,3049.6,5812,977.22
307.7,42.3,49.0,1998-07-22,0,1.2999999999999998,75.1,1822.1999999999998,5868,992.57
310.1,45.5,48.6,1998-07-23,1,-1.9000000000000004,82.4,-9.0,5853,982.28
252.9,38.1,44.8,1998-07-24,1,1.8000000000000007,64.2,2233.2999999999997,5873,974.5
262.9,36.9,44.0,1998-07-25,0,9.399999999999999,55.0,51.10000000000002,5881,868.52
231.1,35.3,45.4,1998-07-26,0,2.5999999999999996,57.2,1844.4,5840,910.63
209.0,34.7,45.8,1998-07-27,0,0.10000000000000053,50.7,2321.9,5854,905.19
269.2,39.1,42.0,1998-07-28,0,3.3,74.9,1730.6000000000001,5842,984.97
270.3,35.5,41.4,1998-07-29,0,6.7,53.8,-4.8,5856,926.09
271.3,31.9,37.6,1998-07-30,0,6.499999999999999,63.7,9.5,5861,987.53
315.5,45.5,49.6,1998-07-31,0,-3.1999999999999997,73.5,2658.0,5837,979.75
230.7,28.9,40.8,1998-08-01,0,1.0,58.4,2035.6,5847,984.31
257.4,31.7,40.8,1998-08-02,0,1.6000000000000005,62.1,1665.8,5842,977.16
229.8,33.5,42.4,1998-08-03,1,0.0,61.3,2815.0,5828,984.97
252.3,36.9,39.6,1998-08-04,1,4.3,70.1,1478.2,5823,977.22
258.1,38.9,43.6,1998-08-05,0,4.800000000000001,58.5,1238.8999999999999,5865,897.11
245.9,41.1,44.0,1998-08-06,0,4.0,64.4,961.5,5817,935.84
270.2,38.7,41.0,1998-08-07,0,7.1000000000000005,66.2,1170.1,5866,949.99
247.5,34.4,39.0,1998-08-08,1,5.5,66.6,1933.7,5867,992.57
245.1,34.3,42.8,1998-08-09,0,6.9,52.3,-13.0,5830,931.09
234.7,31.5,40.2,1998-08-10,0,0.40000000000000036,61.0,2286.7000000000003,5856,963.58
242.5,31.9,39.8,1998-08-11,1,9.0,47.0,-17.4,5784,908.65
239.4,33.4,39.0,1998-08-12,1,12.5,53.2,-184.9,5854,894.83
287.9,43.7,46.0,1998-08-13,0,0.2999999999999998,69.0,3135.9,5819,945.34
286.7,39.7,42.2,1998-08-14,0,5.499999999999999,61.3,1859.8000000000002,5827,915.9
310.3,38.3,44.2,1998-08-15,0,2.6,75.1,2172.1,5863,992.57
208.2,31.3,40.4,1998-08-16,1,2.1000000000000005,54.8,2111.7000000000003,5820,992.6
213.9,35.3,44.4,1998-08-17,0,-3.1000000000000005,58.3,3219.9,5800,997.54
211.9,36.7,41.8,1998-08-18,0,2.3,65.0,2126.2,5819,987.59
212.9,33.5,40.6,1998-08-19,0,5.9,55.4,757.6,5818,979.97
245.6,38.9,40.4,1998-08-20,0,8.2,73.2,-22.199999999999996,5851,985.06
144.7,23.9,37.0,1998-08-21,0,4.1,49.2,-22.200000000000003,5799,966.84
223.9,33.1,42.4,1998-08-22,0,3.1,60.4,876.6999999999999,5837,969.28
253.7,36.5,43.2,1998-08-23,1,2.9,71.7,1481.9,5842,992.57
248.4,39.7,46.6,1998-08-24,0,0.8000000000000007,72.6,-27.8,5858,987.53
267.7,40.9,45.6,1998-08-25,0,5.1,81.0,685.3,5882,982.44
225.4,32.9,38.4,1998-08-26,0,7.5,67.6,128.2,5871,977.28
236.5,34.3,36.4,1998-08-27,1,9.299999999999999,64.8,122.69999999999999,5820,982.53
153.1,22.1,36.4,1998-08-28,0,1.1999999999999997,41.4,997.1,5803,974.69
313.1,42.9,43.4,1998-08-29,1,7.0,88.8,241.90000000000003,5882,985.0
228.3,35.7,44.6,1998-08-30,1,-2.5,57.5,2447.9,5783,977.25
231.2,37.1,42.2,1998-08-31,0,1.1999999999999993,72.2,1853.4,5847,995.07
263.0,37.3,40.0,1998-09-01,0,7.799999999999999,71.5,1.4000000000000001,5866,996.09
213.1,27.9,38.2,1998-09-02,1,6.0,55.2,-53.400000000000006,5856,985.03
258.8,33.5,42.2,1998-09-03,0,0.7999999999999998,63.2,2361.4,5832,982.41
227.9,33.9,45.2,1998-09-04,0,-3.6999999999999997,54.8,4538.2,5790,985.0
279.3,39.5,44.6,1998-09-05,1,3.6999999999999997,71.6,1803.1,5838,995.07
213.4,33.9,40.6,1998-09-06,0,6.5,63.9,25.69999999999999,5860,990.13
237.4,36.5,40.8,1998-09-07,0,6.9,71.2,432.4,5831,990.13
278.5,37.9,40.0,1998-09-08,0,10.0,73.0,-72.2,5847,995.13
268.8,39.3,41.8,1998-09-09,0,6.8,73.9,8.5,5819,990.16
261.1,39.7,48.2,1998-09-10,0,0.40000000000000036,66.0,2542.3,5835,992.6
285.1,40.5,44.6,1998-09-11,1,7.2,72.5,142.79999999999998,5826,985.12
274.1,38.3,44.4,1998-09-12,0,2.5,70.7,1220.6,5819,995.1
273.6,36.9,45.0,1998-09-13,0,4.3999999999999995,60.9,582.9,5818,979.97
257.2,36.1,44.6,1998-09-14,0,5.6,61.5,680.2,5829,987.66
202.4,27.5,35.6,1998-09-15,0,10.2,53.0,0.0,5849,977.37
235.5,30.9,40.0,1998-09-16,0,6.3,55.1,103.79999999999998,5854,979.87
154.7,27.3,38.0,1998-09-17,0,-1.6000000000000005,49.4,2491.3,5792,971.91
181.7,29.9,39.0,1998-09-18,0,4.1,50.2,871.9,5817,979.93
209.2,29.7,39.8,1998-09-19,0,3.7,50.9,1121.2,5834,974.66
207.3,32.9,43.6,1998-09-20,1,-1.0,54.2,1777.7,5822,987.56
206.7,30.9,40.0,1998-09-21,1,3.1,56.1,1181.7,5815,979.87
181.7,25.9,38.6,1998-09-22,1,0.7999999999999998,52.5,2080.1,5818,985.0
182.0,28.7,40.6,1998-09-23,0,1.7000000000000002,57.0,1274.8,5835,982.44
166.7,30.9,42.6,1998-09-24,0,-1.6999999999999997,49.1,2510.2,5811,979.87
172.5,34.7,48.0,1998-09-25,0,-4.3,45.2,2454.1,5806,969.41
145.7,26.9,40.6,1998-09-26,1,-2.8,42.9,3067.1,5781,977.28
154.7,27.5,37.6,1998-09-27,1,3.8999999999999995,43.7,1498.6000000000001,5830,958.33
188.8,34.5,43.6,1998-09-28,0,3.3,54.2,431.70000000000005,5823,966.75
184.0,34.5,42.6,1998-09-29,1,4.1,56.3,786.5,5799,982.59
201.2,35.7,43.8,1998-09-30,1,3.3,59.2,488.4,5817,979.97
191.6,34.7,43.0,1998-10-01,1,3.3999999999999995,63.1,781.9,5824,997.05
152.9,28.1,40.4,1998-10-02,1,2.1999999999999997,46.8,1115.7,5771,977.46
278.1,43.7,50.2,1998-10-03,1,3.6,73.5,-177.70000000000002,5892,985.03
218.2,32.7,42.6,1998-10-04,0,3.8000000000000003,49.7,480.29999999999995,5770,977.46
172.9,30.9,39.8,1998-10-05,0,2.3,54.6,908.0999999999999,5783,990.16
148.4,24.9,39.0,1998-10-06,0,2.9,40.5,-6.800000000000001,5799,974.78
276.2,19.4,47.6,1998-10-07,0,4.5,56.1,920.0999999999999,5856,979.87
164.8,20.2,38.8,1998-10-08,0,4.6,41.6,942.6,5812,977.37
218.0,33.7,44.8,1998-10-09,0,2.7,46.5,3004.0,5822,958.36
120.7,24.5,35.6,1998-10-10,0,0.2999999999999998,45.5,1540.9,5801,974.66
98.6,17.2,38.8,1998-10-11,0,-3.0,35.2,1970.1000000000001,5794,972.03
172.9,29.9,42.4,1998-10-12,0,1.9999999999999996,47.8,1670.3999999999999,5819,977.31
132.2,21.2,37.8,1998-10-13,1,0.5999999999999996,37.0,1194.3,5803,952.87
179.7,28.9,40.8,1998-10-14,0,3.5,46.3,644.0999999999999,5813,977.37
244.6,37.7,43.2,1998-10-15,0,3.9,65.5,1434.8999999999999,5815,987.63
250.5,38.9,43.0,1998-10-16,0,4.2,65.8,805.6,5781,995.13
245.1,37.3,47.8,1998-10-17,0,2.3000000000000003,65.4,1294.3000000000002,5823,990.13
278.1,40.1,47.4,1998-10-18,0,4.5,67.1,1802.3,5860,995.07
182.1,32.1,39.2,1998-10-19,1,18.5,38.6,0.0,5812,842.4
257.2,36.1,44.2,1998-10-20,0,1.0,66.1,1911.0,5843,997.54
197.8,30.7,38.0,1998-10-21,0,5.2,53.8,858.8,5808,985.12
202.0,28.7,39.2,1998-10-22,0,4.8999999999999995,45.3,715.5999999999999,5792,977.43
209.1,28.0,42.2,1998-10-23,0,3.8,49.8,86.5,5804,979.97
176.8,30.7,35.2,1998-10-24,0,9.1,46.7,162.1,5777,982.62
214.3,34.7,44.8,1998-10-25,0,2.5000000000000004,51.1,1121.1,5785,980.06
184.2,22.8,40.2,1998-10-26,0,6.4,39.8,309.4,5799,969.62
180.3,29.2,45.2,1998-10-27,0,-0.8000000000000003,40.5,1834.6999999999998,5769,961.44
34.9,8.8,23.9,1998-10-28,0,12.399999999999999,22.7,0.0,5777,945.45
107.3,28.5,38.2,1998-10-29,0,14.899999999999999,39.7,0.0,5794,939.9
244.6,40.9,46.2,1998-10-30,0,6.7,66.1,-27.200000000000003,5778,982.74
209.6,35.5,45.0,1998-10-31,0,4.2,53.1,20.299999999999997,5733,995.16
186.0,30.5,43.0,1998-11-01,0,6.6,48.9,-63.599999999999994,5768,999.61
119.4,29.9,43.4,1998-11-02,0,-2.9999999999999996,42.3,-24.1,5733,972.4
45.8,11.0,34.8,1998-11-03,0,4.7,29.5,-98.5,5730,961.96
115.4,22.4,33.6,1998-11-04,0,12.7,42.3,-116.00000000000001,5768,953.66
135.1,18.2,36.8,1998-11-05,0,15.799999999999999,36.2,0.0,5773,951.22
27.2,13.4,27.1,1998-11-06,0,11.0,30.2,0.0,5786,951.22
36.9,13.4,18.3,1998-11-07,0,16.2,28.9,0.0,5755,951.31
68.1,12.0,31.0,1998-11-08,0,12.2,32.1,0.0,5774,953.84
126.6,15.4,34.8,1998-11-09,1,12.5,31.5,0.0,5764,959.34
141.0,25.9,39.2,1998-11-10,0,3.9000000000000004,40.0,548.5999999999999,5754,974.96
121.5,19.1,31.0,1998-11-11,0,13.7,36.7,0.0,5764,967.42
156.3,30.5,45.6,1998-11-12,0,4.300000000000001,38.2,-23.80000000000001,5750,972.58
103.1,22.8,36.8,1998-11-13,0,10.7,33.1,-187.1,5736,972.76
31.0,6.8,26.7,1998-11-14,0,15.9,26.5,0.0,5768,962.33
231.8,20.0,45.0,1998-11-15,0,14.3,49.2,0.0,5799,942.86
288.0,34.3,45.0,1998-11-16,0,14.899999999999999,58.5,0.0,5814,959.24
204.4,27.3,40.6,1998-11-17,0,7.6,45.4,-9.200000000000001,5782,990.25
201.5,27.9,36.4,1998-11-18,0,12.100000000000001,44.1,-261.7,5808,980.15
188.9,20.4,47.4,1998-11-19,0,-0.40000000000000036,34.9,-36.599999999999994,5744,975.05
114.6,21.8,40.2,1998-11-20,0,0.6000000000000001,36.4,239.5,5766,972.4
139.9,28.3,41.0,1998-11-21,1,8.5,44.1,0.0,5773,964.65
287.2,29.5,37.2,1998-11-22,0,9.700000000000001,47.3,56.0,5752,999.98
248.7,30.5,39.0,1998-11-23,0,13.7,51.0,-99.1,5766,997.6
86.8,4.6,31.2,1998-11-24,0,14.2,26.5,0.0,5733,970.23
42.7,9.0,24.5,1998-11-25,0,21.7,24.7,0.0,5762,934.8
78.1,4.4,26.4,1998-11-26,0,25.9,23.8,0.0,5773,954.79
27.2,1.4,-0.7,1998-11-27,0,35.599999999999994,21.4,0.0,5790,946.91
25.2,1.6,15.5,1998-11-28,0,27.8,23.8,0.0,5762,960.04
21.3,6.2,11.7,1998-11-29,0,21.6,18.2,0.0,5717,946.61
23.3,6.0,22.5,1998-11-30,0,18.5,23.9,0.0,5754,975.66
50.4,6.8,22.3,1998-12-01,0,25.299999999999997,20.3,0.0,5730,985.08
62.1,5.4,23.9,1998-12-02,0,19.8,18.6,0.0,5739,949.26
40.7,0.4,25.8,1998-12-03,0,28.200000000000003,14.7,0.0,5740,947.04
36.9,-4.0,21.2,1998-12-04,0,35.8,14.9,0.0,5768,915.24
62.1,-5.4,21.4,1998-12-05,0,37.5,13.1,0.0,5756,927.84
52.4,-4.0,19.7,1998-12-06,0,29.3,14.0,0.0,5750,936.08
41.2,-4.2,26.2,1998-12-07,0,27.6,20.7,0.0,5781,938.64
106.8,5.4,37.6,1998-12-08,0,14.799999999999999,22.2,0.0,5736,957.5
95.0,-1.4,24.6,1998-12-09,0,26.0,20.0,0.0,5740,935.41
100.8,5.4,32.4,1998-12-10,0,13.7,20.5,0.0,5687,960.07
129.7,-3.8,28.2,1998-12-11,0,16.2,21.3,0.0,5715,960.01
116.4,-4.6,29.2,1998-12-12,0,19.8,20.5,0.0,5681,946.67
127.4,-4.4,21.8,1998-12-13,0,28.5,22.3,0.0,5687,970.69
57.6,-6.4,26.2,1998-12-14,0,21.4,19.1,0.0,5719,952.07
46.6,-7.0,25.3,1998-12-15,0,25.6,18.4,0.0,5730,935.71
40.7,-3.0,22.3,1998-12-16,0,21.0,13.4,0.0,5667,941.51
64.0,-2.6,29.8,1998-12-17,0,23.200000000000003,11.8,0.0,5675,938.83
71.8,-4.6,22.7,1998-12-18,0,26.0,13.5,0.0,5674,936.33
36.9,1.2,36.3,1998-12-19,0,10.4,15.5,0.0,5606,952.77
44.6,-3.8,8.1,1998-12-20,0,25.9,12.8,0.0,5690,947.43
31.0,-2.8,24.9,1998-12-21,0,19.5,16.2,0.0,5695,965.9
60.1,-1.0,30.3,1998-12-22,0,21.0,15.3,0.0,5668,953.05
67.9,-7.8,24.7,1998-12-23,0,25.2,15.9,0.0,5682,955.58
93.8,-5.0,30.4,1998-12-24,0,22.3,17.8,0.0,5670,955.49
67.9,-1.6,26.1,1998-12-25,0,17.4,14.4,0.0,5659,936.2
60.1,-4.4,20.5,1998-12-26,0,24.7,15.1,0.0,5683,936.39
48.5,-9.6,18.3,1998-12-27,0,28.4,16.0,0.0,5721,930.56
42.7,-3.6,12.5,1998-12-28,0,25.299999999999997,12.2,0.0,5681,928.12
56.3,-6.0,18.7,1998-12-29,0,29.5,12.0,0.0,5666,945.51
44.6,-8.2,19.5,1998-12-30,0,31.2,13.7,0.0,5680,945.51
64.0,-5.0,28.3,1998-12-31,0,28.700000000000003,16.4,0.0,5670,950.64
64.0,-3.6,30.5,1999-01-01,0,27.4,19.0,0.0,5653,992.02
52.4,-7.4,28.0,1999-01-02,0,25.9,11.9,0.0,5644,921.98
36.9,-12.8,18.3,1999-01-03,0,34.7,16.6,0.0,5746,933.7
27.2,-8.4,26.5,1999-01-04,0,26.2,18.8,0.0,5702,966.05
33.0,-9.4,22.3,1999-01-05,0,32.0,18.2,0.0,5724,960.89
33.0,-5.0,19.7,1999-01-06,0,28.799999999999997,16.1,0.0,5712,958.11
48.5,-9.8,24.3,1999-01-07,0,18.799999999999997,20.7,0.0,5684,955.0
100.9,7.2,33.3,1999-01-08,0,18.2,20.9,0.0,5639,952.68
140.3,14.4,46.6,1999-01-09,0,8.5,19.9,0.0,5614,952.53
93.1,4.6,34.7,1999-01-10,0,15.7,15.0,0.0,5561,944.87
42.7,0.6,14.1,1999-01-11,0,32.1,14.6,0.0,5600,971.6
52.4,0.8,31.6,1999-01-12,0,31.0,11.7,0.0,5630,943.22
62.1,4.4,9.5,1999-01-13,0,24.5,13.3,0.0,5624,950.82
85.4,2.2,19.9,1999-01-14,0,23.1,14.9,0.0,5629,961.07
54.3,1.2,22.5,1999-01-15,0,22.0,17.1,0.0,5673,918.96
67.9,4.2,18.9,1999-01-16,0,25.3,14.4,0.0,5639,925.49
71.8,4.4,35.0,1999-01-17,0,23.4,15.4,0.0,5633,948.01
52.4,-2.6,27.6,1999-01-18,0,33.099999999999994,13.7,0.0,5659,963.94
66.0,-3.2,24.1,1999-01-19,0,26.5,13.1,0.0,5663,961.56
64.0,2.6,39.2,1999-01-20,0,25.5,12.4,0.0,5651,916.85
64.0,7.0,41.6,1999-01-21,0,20.5,14.0,0.0,5683,955.92
75.7,9.4,37.7,1999-01-22,0,15.100000000000001,13.6,0.0,5666,928.18
62.1,6.6,33.8,1999-01-23,0,24.0,13.3,0.0,5661,939.32
78.3,-0.8,25.0,1999-01-24,0,33.6,21.1,0.0,5731,952.87
56.3,-1.0,21.5,1999-01-25,0,24.6,16.3,0.0,5691,930.1
67.9,-4.6,15.3,1999-01-26,0,37.9,17.2,0.0,5712,945.08
77.6,-9.8,5.3,1999-01-27,0,43.900000000000006,18.1,0.0,5735,948.04
73.7,-2.6,22.6,1999-01-28,0,40.2,15.0,0.0,5708,953.48
93.1,0.2,21.1,1999-01-29,0,31.3,16.2,0.0,5722,955.7
79.5,0.8,26.7,1999-01-30,0,24.5,17.8,0.0,5671,921.37
70.2,4.0,27.4,1999-01-31,0,31.700000000000003,18.7,0.0,5701,913.01
68.4,0.2,33.0,1999-02-01,0,24.4,17.7,0.0,5656,983.93
